"fbid","symbol"
"FBgn0028482","bdl"
"FBgn0020762","Atet"
"FBgn0026319","Traf4"
"FBgn0031597","CG17612"
"FBgn0031598","Vps53"
"FBgn0261976","Psf2"
"FBgn0027560","Tps1"
"FBgn0031600","CG3652"
"FBgn0022153","l(2)k05819"
"FBgn0031601","Dim1"
"FBgn0031602","CG15431"
"FBgn0262357","CG43055"
"FBgn0031603","CG15432"
"FBgn0027609","morgue"
"FBgn0031604","Elp3"
"FBgn0025684","MFS18"
"FBgn0031606","CG15439"
"FBgn0031607","CG15440"
"FBgn0019982","Gs1l"
"FBgn0285948","RpL27A"
"FBgn0053002","mRpL27"
"FBgn0031608","CG15435"
"FBgn0031609","CG15443"
"FBgn0031610","CG15436"
"FBgn0031611","FIG4"
"FBgn0011603","ine"
"FBgn0053196","dpy"
"FBgn0031613","HP6"
"FBgn0085380","CG34351"
"FBgn0031628","CG3294"
"FBgn0031630","CG15629"
"FBgn0031631","CG3225"
"FBgn0031632","CG15628"
"FBgn0031633","Fnta"
"FBgn0031634","Ir25a"
"FBgn0031635","tank"
"FBgn0031636","CG12194"
"FBgn0031637","mxt"
"FBgn0031638","CG11927"
"FBgn0031639","mRpS2"
"FBgn0031640","Mon1"
"FBgn0051660","smog"
"FBgn0000286","Cf2"
"FBgn0031643","CG3008"
"FBgn0031645","CG3036"
"FBgn0041150","hoe1"
"FBgn0031649","hoe2"
"FBgn0031651","mRpL24"
"FBgn0015000","betaggt-I"
"FBgn0031652","jet"
"FBgn0031653","Jon25Biii"
"FBgn0031654","Jon25Bii"
"FBgn0020906","Jon25Bi"
"FBgn0031655","Marcal1"
"FBgn0083961","CG34125"
"FBgn0015834","eIF3i"
"FBgn0262467","Scox"
"FBgn0031657","CG3756"
"FBgn0010607","l(2)05714"
"FBgn0031659","CG14043"
"FBgn0031660","mRpL28"
"FBgn0031661","Gmd"
"FBgn0031662","CG3792"
"FBgn0031663","CG8891"
"FBgn0031664","CG8892"
"FBgn0083962","CG34126"
"FBgn0053113","Rtnl1"
"FBgn0031670","SelT"
"FBgn0016075","vkg"
"FBgn0000299","Col4a1"
"FBgn0031673","CG31650"
"FBgn0031675","CG9121"
"FBgn0022023","eIF3h"
"FBgn0031676","senju"
"FBgn0031677","CG14036"
"FBgn0014857","His3.3A"
"FBgn0031678","Nepl3"
"FBgn0028694","Rpn11"
"FBgn0028572","qtc"
"FBgn0261608","RpL37A"
"FBgn0031681","Pgant5"
"FBgn0031682","CG5828"
"FBgn0031683","CG4230"
"FBgn0031684","ND-13A"
"FBgn0261836","Msp300"
"FBgn0031688","Cyp28d2"
"FBgn0031689","Cyp28d1"
"FBgn0031690","CG7742"
"FBgn0031692","TpnC25D"
"FBgn0003716","tkv"
"FBgn0031693","Cyp4ac1"
"FBgn0031694","Cyp4ac2"
"FBgn0031695","Cyp4ac3"
"FBgn0000228","Bsg25D"
"FBgn0031696","Bub1"
"FBgn0016076","vri"
"FBgn0031698","Ncoa6"
"FBgn0015031","cype"
"FBgn0031701","TotM"
"FBgn0031702","fusl"
"FBgn0031703","CG12512"
"FBgn0031708","CG7382"
"FBgn0000318","cl"
"FBgn0031710","Vps52"
"FBgn0031711","CG6907"
"FBgn0051989","Cap-D3"
"FBgn0051648","CG31648"
"FBgn0051915","CG31915"
"FBgn0031713","Coq6"
"FBgn0031716","CG14015"
"FBgn0014189","Hel25E"
"FBgn0002525","Lam"
"FBgn0031717","Oscillin"
"FBgn0051646","DIP-theta"
"FBgn0031731","CG14007"
"FBgn0031732","CG11149"
"FBgn0024191","sip1"
"FBgn0031736","CG11030"
"FBgn0031734","CG11147"
"FBgn0031737","obst-E"
"FBgn0031738","CG9171"
"FBgn0031739","CG14005"
"FBgn0031740","CG7239"
"FBgn0031741","CG11034"
"FBgn0085410","TrissinR"
"FBgn0031745","rau"
"FBgn0262814","CG43185"
"FBgn0031746","CG9029"
"FBgn0002856","Acp26Ab"
"FBgn0031747","CG9021"
"FBgn0043362","bchs"
"FBgn0001128","Gpdh1"
"FBgn0031752","CG9044"
"FBgn0031753","CG13999"
"FBgn0003979","Vm26Aa"
"FBgn0086265","psd"
"FBgn0031756","CG13992"
"FBgn0000308","chic"
"FBgn0001942","eIF4A"
"FBgn0001941","ifc"
"FBgn0031759","lid"
"FBgn0031760","Tsp26A"
"FBgn0001089","Gal"
"FBgn0031764","CG9107"
"FBgn0025742","mtm"
"FBgn0031766","CG9117"
"FBgn0051643","CG31643"
"FBgn0000052","Pfas"
"FBgn0029161","slmo"
"FBgn0031768","IPIP"
"FBgn0031769","CG9135"
"FBgn0031770","CG13995"
"FBgn0031771","ND-51"
"FBgn0031772","CG13994"
"FBgn0031773","Fbw5"
"FBgn0031774","CG9147"
"FBgn0031776","Pfdn1"
"FBgn0031777","CG9154"
"FBgn0266449","Kr-h2"
"FBgn0266450","Kr-h1"
"FBgn0031779","CG9175"
"FBgn0266521","stai"
"FBgn0284255","Arpc4"
"FBgn0031782","WDR79"
"FBgn0085409","smal"
"FBgn0026755","Ugt37B1"
"FBgn0053531","Ddr"
"FBgn0031791","AANATL2"
"FBgn0265778","PDZ-GEF"
"FBgn0031799","Pez"
"FBgn0015623","Cpr"
"FBgn0031800","CG9497"
"FBgn0031801","CG9498"
"FBgn0031805","Nepl4"
"FBgn0043854","slam"
"FBgn0031811","CG13982"
"FBgn0011722","Tig"
"FBgn0263278","Fic"
"FBgn0031813","CG9527"
"FBgn0031814","retm"
"FBgn0031815","frj"
"FBgn0031816","Rchy1"
"FBgn0031817","HemK1"
"FBgn0259749","mmy"
"FBgn0031818","CG9536"
"FBgn0086357","Sec61alpha"
"FBgn0031820","Daxx"
"FBgn0031821","KFase"
"FBgn0027496","epsilonCOP"
"FBgn0031822","Phf5a"
"FBgn0051638","CG31638"
"FBgn0031824","CG9547"
"FBgn0051637","CG31637"
"FBgn0031830","COX5B"
"FBgn0031832","CG9596"
"FBgn0263916","Ent2"
"FBgn0031834","CG13766"
"FBgn0031836","CG11050"
"FBgn0031837","DIP-iota"
"FBgn0051635","CG31635"
"FBgn0286898","Tango1"
"FBgn0051633","CG31633"
"FBgn0051636","CG31636"
"FBgn0028467","CG11070"
"FBgn0085339","CG34310"
"FBgn0263200","Galt"
"FBgn0028990","Spn27A"
"FBgn0000351","cort"
"FBgn0031848","Nse1"
"FBgn0028703","Nhe3"
"FBgn0031851","Aatf"
"FBgn0025777","homer"
"FBgn0046704","Liprin-alpha"
"FBgn0031853","TTLL3B"
"FBgn0031855","meng"
"FBgn0031857","LUBEL"
"FBgn0031858","CG17378"
"FBgn0015776","nrv1"
"FBgn0015777","nrv2"
"FBgn0031860","CG11236"
"FBgn0051632","sens-2"
"FBgn0017551","Rca1"
"FBgn0086451","l(2)k09022"
"FBgn0031865","Nha1"
"FBgn0031866","Nlg2"
"FBgn0042092","CG13773"
"FBgn0031868","Rat1"
"FBgn0011737","Wee1"
"FBgn0028554","x16"
"FBgn0052829","CG32829"
"FBgn0026196","nop5"
"FBgn0004838","Hrb27C"
"FBgn0262877","CG43232"
"FBgn0031871","Fgop2"
"FBgn0031872","ihog"
"FBgn0031873","Gas41"
"FBgn0020616","SA"
"FBgn0031874","CG13775"
"FBgn0031875","CG3430"
"FBgn0031876","Atac1"
"FBgn0031877","Hmgcl"
"FBgn0031878","sip2"
"FBgn0021944","Coprox"
"FBgn0264922","smt3"
"FBgn0016978","snRNP-U1-70K"
"FBgn0031879","uif"
"FBgn0263027","CG43322"
"FBgn0000053","Gart"
"FBgn0051908","CG31908"
"FBgn0031881","MME1"
"FBgn0031882","Rab30"
"FBgn0031883","Caper"
"FBgn0262872","milt"
"FBgn0031885","Mnn1"
"FBgn0266666","Sem1"
"FBgn0031886","Nuf2"
"FBgn0031887","Ugt307A1"
"FBgn0031888","Pvf2"
"FBgn0085407","Pvf3"
"FBgn0031893","MICU1"
"FBgn0031894","CG4496"
"FBgn0031895","CG4497"
"FBgn0031896","CG4502"
"FBgn0031897","CG13784"
"FBgn0263133","mEFG1"
"FBgn0259111","Ndae1"
"FBgn0264344","CG43800"
"FBgn0010453","Wnt4"
"FBgn0284084","wg"
"FBgn0031902","Wnt6"
"FBgn0031904","CG5149"
"FBgn0031906","CG5160"
"FBgn0031907","CG5171"
"FBgn0031908","CG5177"
"FBgn0031909","CG5181"
"FBgn0031910","CG15818"
"FBgn0028387","chm"
"FBgn0283658","muc"
"FBgn0031913","CG5958"
"FBgn0031914","CG5973"
"FBgn0025697","santa-maria"
"FBgn0045495","Gr28b"
"FBgn0260486","Ziz"
"FBgn0264895","RapGAP1"
"FBgn0031925","Cyp4d21"
"FBgn0264087","Slob"
"FBgn0040299","Myo28B1"
"FBgn0031929","CG18585"
"FBgn0031930","CG7025"
"FBgn0041182","Tep2"
"FBgn0041181","Tep3"
"FBgn0267326","Ntl"
"FBgn0031939","CG13796"
"FBgn0260479","CG31904"
"FBgn0031945","CG7191"
"FBgn0003961","Uro"
"FBgn0031947","CG7154"
"FBgn0031948","CG7149"
"FBgn0286198","LKRSDH"
"FBgn0031950","Herp"
"FBgn0031951","r2d2"
"FBgn0031952","cdc14"
"FBgn0261800","LanB1"
"FBgn0027515","CG7115"
"FBgn0020618","Rack1"
"FBgn0004177","mts"
"FBgn0031955","CG14535"
"FBgn0040099","lectin-28C"
"FBgn0045038","Proc"
"FBgn0031961","CG7102"
"FBgn0261790","SmE"
"FBgn0083968","CG34132"
"FBgn0085450","Snoo"
"FBgn0031968","CG7231"
"FBgn0031969","pes"
"FBgn0031970","CG7227"
"FBgn0031971","Sirup"
"FBgn0031972","Wwox"
"FBgn0031973","Spn28Dc"
"FBgn0031974","CG12560"
"FBgn0054010","Glyat"
"FBgn0031975","Tg"
"FBgn0031976","CG7367"
"FBgn0031977","baf"
"FBgn0044323","Cka"
"FBgn0031979","CCDC53"
"FBgn0031980","RpL36A"
"FBgn0031981","Megf8"
"FBgn0011230","poe"
"FBgn0013531","MED20"
"FBgn0010287","Trf"
"FBgn0267488","Mcr"
"FBgn0261822","Bsg"
"FBgn0031985","mon2"
"FBgn0031987","CG12375"
"FBgn0031988","CG8668"
"FBgn0031990","PAPLA1"
"FBgn0263256","CG43394"
"FBgn0261064","Rbsn-5"
"FBgn0031992","Acbp1"
"FBgn0264953","Piezo"
"FBgn0083970","CG34134"
"FBgn0031995","CG8475"
"FBgn0031996","CG8460"
"FBgn0031997","PGAP5"
"FBgn0031998","SLC5A11"
"FBgn0003607","Su(var)205"
"FBgn0015299","Ssb-c31a"
"FBgn0032000","CG8372"
"FBgn0032001","CG8360"
"FBgn0032002","CG8353"
"FBgn0032004","CG8292"
"FBgn0032005","Snx6"
"FBgn0032006","Pvr"
"FBgn0032010","CG8086"
"FBgn0003502","Btk29A"
"FBgn0261020","wol"
"FBgn0032013","Scgalpha"
"FBgn0032014","CG7840"
"FBgn0032015","Ostgamma"
"FBgn0032016","Mettl14"
"FBgn0032017","CG7810"
"FBgn0032018","CG7806"
"FBgn0262598","mtsh"
"FBgn0032020","strat"
"FBgn0032021","CG7781"
"FBgn0032023","CG14274"
"FBgn0032024","CG14273"
"FBgn0032025","CG7778"
"FBgn0051901","Mur29B"
"FBgn0032026","CG7627"
"FBgn0010265","RpS13"
"FBgn0261437","CSN8"
"FBgn0260439","Pp2A-29B"
"FBgn0032029","CG17292"
"FBgn0032030","Wdr82"
"FBgn0032031","CG13390"
"FBgn0032032","CG17294"
"FBgn0027094","AlaRS"
"FBgn0032033","CG13392"
"FBgn0032034","Rcd4"
"FBgn0263852","Dad1"
"FBgn0032036","CG13384"
"FBgn0040958","Peritrophin-15b"
"FBgn0040959","Peritrophin-15a"
"FBgn0032040","CG13386"
"FBgn0051898","CG31898"
"FBgn0001084","fy"
"FBgn0020497","emb"
"FBgn0014417","CG13397"
"FBgn0032042","CG13398"
"FBgn0027932","Akap200"
"FBgn0001137","grk"
"FBgn0027490","D12"
"FBgn0043002","Chrac-14"
"FBgn0002887","mus201"
"FBgn0051897","CG31897"
"FBgn0027780","Aasdh"
"FBgn0026718","Agpat2"
"FBgn0285971","prg"
"FBgn0262029","d"
"FBgn0032047","CG13088"
"FBgn0263314","CG43400"
"FBgn0032048","Dh31"
"FBgn0032049","Bace"
"FBgn0032050","CG13096"
"FBgn0032051","CG13097"
"FBgn0032052","PIG-U"
"FBgn0032053","mRpL51"
"FBgn0032054","Uba4"
"FBgn0016122","Acer"
"FBgn0028394","CG17834"
"FBgn0011259","Sema1a"
"FBgn0001114","Glt"
"FBgn0032058","CG9289"
"FBgn0032059","PrBP"
"FBgn0260861","Trs23"
"FBgn0004914","Hnf4"
"FBgn0032061","CG9314"
"FBgn0003209","raw"
"FBgn0032066","LManIII"
"FBgn0032067","LManIV"
"FBgn0032068","LManV"
"FBgn0032069","LManVI"
"FBgn0029123","SoxN"
"FBgn0085427","CG34398"
"FBgn0032074","Tsp29Fa"
"FBgn0032075","Tsp29Fb"
"FBgn0032076","Argl"
"FBgn0032077","CG9515"
"FBgn0032078","C1GalTA"
"FBgn0032079","CG31886"
"FBgn0052985","CG32985"
"FBgn0052984","CG32984"
"FBgn0032082","CG18088"
"FBgn0032083","CG9541"
"FBgn0032084","CG13101"
"FBgn0011705","rost"
"FBgn0032085","CG9555"
"FBgn0013746","alien"
"FBgn0032086","CG17906"
"FBgn0040964","CG18661"
"FBgn0015316","Try29F"
"FBgn0032087","CG9568"
"FBgn0032088","CG13102"
"FBgn0032089","Rcd-1r"
"FBgn0051708","DIP-zeta"
"FBgn0052982","CG32982"
"FBgn0032100","CG13108"
"FBgn0032101","CG9586"
"FBgn0041092","tai"
"FBgn0032105","borr"
"FBgn0267252","Ggamma30A"
"FBgn0010314","Cks30A"
"FBgn0026439","Eaat1"
"FBgn0085395","Shawl"
"FBgn0012036","Aldh"
"FBgn0032116","Mco1"
"FBgn0032117","FucTB"
"FBgn0011232","scat"
"FBgn0002973","numb"
"FBgn0004868","Gdi"
"FBgn0032120","CG33298"
"FBgn0032123","Oatp30B"
"FBgn0032124","CG17855"
"FBgn0032125","Cpr30B"
"FBgn0032129","jp"
"FBgn0032130","brwl"
"FBgn0028479","Mtpalpha"
"FBgn0032131","CG3841"
"FBgn0040070","Trx-2"
"FBgn0032135","GlcAT-S"
"FBgn0032136","Apoltp"
"FBgn0000273","Pka-C1"
"FBgn0286786","hoip"
"FBgn0011207","pelo"
"FBgn0051710","CG31710"
"FBgn0032138","CG4364"
"FBgn0028704","Nckx30C"
"FBgn0032140","CG13117"
"FBgn0015035","Cyp4e3"
"FBgn0270924","zf30C"
"FBgn0011291","Taf11"
"FBgn0283478","und"
"FBgn0032143","CG4017"
"FBgn0032144","CG17633"
"FBgn0032147","IP3K1"
"FBgn0032149","CG4036"
"FBgn0032150","CG13123"
"FBgn0032151","nAChRalpha6"
"FBgn0029174","Fkbp59"
"FBgn0085212","CG34183"
"FBgn0032153","CG4537"
"FBgn0032154","mtDNA-helicase"
"FBgn0010520","Bka"
"FBgn0004867","RpS2"
"FBgn0053300","Muc30E"
"FBgn0032156","CG13124"
"FBgn0032157","Etl1"
"FBgn0024285","Srp54"
"FBgn0040064","yip2"
"FBgn0025700","CG5885"
"FBgn0032160","CG4598"
"FBgn0032161","CG4594"
"FBgn0032162","CG4592"
"FBgn0051712","CG31712"
"FBgn0051713","Apf"
"FBgn0032166","CG4619"
"FBgn0032167","CG5853"
"FBgn0032168","CG13126"
"FBgn0032169","CG4709"
"FBgn0032171","CG5846"
"FBgn0032170","CG4658"
"FBgn0032172","CG5850"
"FBgn0015664","Dref"
"FBgn0011272","RpL13"
"FBgn0000180","bib"
"FBgn0051875","CG31875"
"FBgn0051755","SoYb"
"FBgn0043456","Ndf"
"FBgn0011584","Trp1"
"FBgn0053301","CG33301"
"FBgn0267727","Pen"
"FBgn0032178","Spn31A"
"FBgn0265002","CG44153"
"FBgn0083945","CG34109"
"FBgn0032184","CG13135"
"FBgn0032187","CG4839"
"FBgn0028675","Sur"
"FBgn0032189","Ripalpha"
"FBgn0005593","RpL7"
"FBgn0085188","CG34159"
"FBgn0032191","CG5734"
"FBgn0032193","CG5727"
"FBgn0032194","CG4901"
"FBgn0024320","Npc1a"
"FBgn0250843","Prosalpha6"
"FBgn0032195","CG4908"
"FBgn0032196","CG5708"
"FBgn0032197","ova"
"FBgn0032198","eEF1delta"
"FBgn0051720","mthl15"
"FBgn0004419","me31B"
"FBgn0024248","chico"
"FBgn0000229","bsk"
"FBgn0051717","CG31717"
"FBgn0010407","Ror"
"FBgn0032200","CG5676"
"FBgn0026379","Pten"
"FBgn0011305","Rsf1"
"FBgn0032202","REPTOR-BP"
"FBgn0259482","Mob3"
"FBgn0032204","CG4953"
"FBgn0032205","CG4957"
"FBgn0260750","Mulk"
"FBgn0003751","trk"
"FBgn0260749","Utx"
"FBgn0054043","CG34043"
"FBgn0032208","Ufd4"
"FBgn0032209","Hand"
"FBgn0032210","CYLD"
"FBgn0032211","CG13138"
"FBgn0005322","nmd"
"FBgn0032213","CG5390"
"FBgn0032214","CG4968"
"FBgn0027491","Cdk5alpha"
"FBgn0267365","l(2)SH0834"
"FBgn0032216","Usp14"
"FBgn0032217","CG4972"
"FBgn0032218","CG5381"
"FBgn0011703","RnrL"
"FBgn0032221","Schip1"
"FBgn0032222","CG5037"
"FBgn0032223","GATAd"
"FBgn0019932","SamDC"
"FBgn0051715","CG31715"
"FBgn0032224","Sps2"
"FBgn0032225","CG5022"
"FBgn0032228","CG5367"
"FBgn0032229","CG5045"
"FBgn0027568","Cand1"
"FBgn0003087","pim"
"FBgn0032230","lft"
"FBgn0032231","CG5056"
"FBgn0041723","rho-5"
"FBgn0053303","CG33303"
"FBgn0032233","dpr19"
"FBgn0032234","gny"
"FBgn0032235","CG5096"
"FBgn0004106","Cdk1"
"FBgn0032236","mRpS7"
"FBgn0267821","da"
"FBgn0262782","Mdh1"
"FBgn0051716","Cnot4"
"FBgn0003942","RpS27A"
"FBgn0025366","Ip259"
"FBgn0032242","CG5355"
"FBgn0032243","Klp31E"
"FBgn0032244","RfC3"
"FBgn0005683","pie"
"FBgn0032246","Wdfy2"
"FBgn0262601","SmB"
"FBgn0267330","KdelR"
"FBgn0032247","CG5188"
"FBgn0032248","Bug22"
"FBgn0004915","TfIIB"
"FBgn0032249","TBC1D16"
"FBgn0032250","holn1"
"FBgn0027052","STUB1"
"FBgn0032251","Nse4"
"FBgn0032252","loh"
"FBgn0065110","ppk10"
"FBgn0032253","LManI"
"FBgn0027611","LManII"
"FBgn0051719","RluA-1"
"FBgn0032256","RluA-2"
"FBgn0026431","Grip75"
"FBgn0032258","CG7456"
"FBgn0032259","CG6144"
"FBgn0032260","CG13144"
"FBgn0086347","Myo31DF"
"FBgn0032261","CG6094"
"FBgn0032262","CG7384"
"FBgn0267828","Fatp1"
"FBgn0010398","Lrr47"
"FBgn0032264","Lip4"
"FBgn0051721","Trim9"
"FBgn0032268","CG6138"
"FBgn0250826","CG34160"
"FBgn0051872","CG31872"
"FBgn0043825","CG18284"
"FBgn0265264","CG17097"
"FBgn0032276","CG17098"
"FBgn0051871","CG31871"
"FBgn0040496","CG17104"
"FBgn0023496","Lip1"
"FBgn0032290","CG6443"
"FBgn0032291","CG17118"
"FBgn0032292","EMC3"
"FBgn0032293","Dpy-30L1"
"FBgn0027868","Nup107"
"FBgn0032295","CG12299"
"FBgn0032296","CG6729"
"FBgn0032297","CG17124"
"FBgn0027550","CG6495"
"FBgn0015320","Ubc2"
"FBgn0032298","CG6724"
"FBgn0051869","CG31869"
"FBgn0011676","Nos"
"FBgn0032305","CG6700"
"FBgn0069354","Porin2"
"FBgn0004363","porin"
"FBgn0262599","SmydA-3"
"FBgn0027453","Dnz1"
"FBgn0024227","aurB"
"FBgn0027363","Stam"
"FBgn0032311","CG12517"
"FBgn0261871","dpr2"
"FBgn0032318","CG14072"
"FBgn0053129","CG33129"
"FBgn0032321","YL-1"
"FBgn0032322","CG16743"
"FBgn0000018","abo"
"FBgn0010612","ATPsynG"
"FBgn0041781","SCAR"
"FBgn0004872","piwi"
"FBgn0026148","CG12253"
"FBgn0026147","TTLL4A"
"FBgn0000146","aub"
"FBgn0040096","lectin-33A"
"FBgn0015756","RpL9"
"FBgn0021761","Nup154"
"FBgn0032329","Art8"
"FBgn0250837","dUTPase"
"FBgn0032330","Samuel"
"FBgn0032336","AstC"
"FBgn0032339","Wdr59"
"FBgn0283682","Ge-1"
"FBgn0032341","Reps"
"FBgn0261983","l(2)gd1"
"FBgn0032343","CG6201"
"FBgn0041246","Gr32a"
"FBgn0027582","CG6230"
"FBgn0032345","CG14921"
"FBgn0032346","Csl4"
"FBgn0262647","Nup160"
"FBgn0028700","RfC38"
"FBgn0032348","CG4751"
"FBgn0010197","Gyc32E"
"FBgn0032350","CG6287"
"FBgn0259822","Ca-beta"
"FBgn0032354","CG4788"
"FBgn0264442","ab"
"FBgn0040232","cmet"
"FBgn0040233","cana"
"FBgn0052831","CG33695"
"FBgn0032358","Ppt2"
"FBgn0020270","mre11"
"FBgn0000287","salr"
"FBgn0261648","salm"
"FBgn0032361","CG6488"
"FBgn0032363","Dlg5"
"FBgn0028490","CG31705"
"FBgn0015400","kek2"
"FBgn0265670","CG44477"
"FBgn0032372","CG4988"
"FBgn0032373","Vha100-5"
"FBgn0032375","CG14932"
"FBgn0032377","CG14937"
"FBgn0020309","crol"
"FBgn0032378","CycY"
"FBgn0264815","Pde1c"
"FBgn0000588","esc"
"FBgn0259964","Sfp33A3"
"FBgn0051704","CG31704"
"FBgn0264750","CG44008"
"FBgn0259989","CG42486"
"FBgn0032381","Mal-B1"
"FBgn0032382","Mal-B2"
"FBgn0005664","Crys"
"FBgn0032387","CG16965"
"FBgn0032388","CG6686"
"FBgn0085192","CG34163"
"FBgn0261266","zuc"
"FBgn0032390","dgt2"
"FBgn0032391","escl"
"FBgn0051866","Ada1-2"
"FBgn0042127","CG18789"
"FBgn0051864","Qtzl"
"FBgn0051865","Ada1-1"
"FBgn0042125","CG18787"
"FBgn0032393","Nfs1"
"FBgn0032394","Hacd1"
"FBgn0032395","Wdr81"
"FBgn0010497","dmGlut"
"FBgn0042126","CG18788"
"FBgn0032397","Tom70"
"FBgn0032398","CG6766"
"FBgn0032399","CG6785"
"FBgn0032400","CG6770"
"FBgn0032401","Plzf"
"FBgn0032402","CG14945"
"FBgn0028425","JhI-21"
"FBgn0027505","Rab3-GAP"
"FBgn0032405","firl"
"FBgn0032407","Pex19"
"FBgn0032408","CG6712"
"FBgn0028707","Mt2"
"FBgn0032409","Ced-12"
"FBgn0029137","Patsas"
"FBgn0027081","ThrRS"
"FBgn0015797","Rab6"
"FBgn0263234","Phae1"
"FBgn0263235","Phae2"
"FBgn0032414","CG17211"
"FBgn0032420","CG6583"
"FBgn0032421","crok"
"FBgn0000114","bru1"
"FBgn0032422","atilla"
"FBgn0051759","CG31759"
"FBgn0264361","CG43813"
"FBgn0262475","bru2"
"FBgn0032424","CG17010"
"FBgn0041195","Pkd2"
"FBgn0043841","vir-1"
"FBgn0032429","CG5446"
"FBgn0032430","CG6388"
"FBgn0032431","CG5435"
"FBgn0265298","SC35"
"FBgn0020443","eRF3"
"FBgn0032433","Oatp33Ea"
"FBgn0032435","Oatp33Eb"
"FBgn0032436","CG5418"
"FBgn0259176","bun"
"FBgn0262353","CG43051"
"FBgn0085424","nub"
"FBgn0032439","Ref2"
"FBgn0004394","pdm2"
"FBgn0032444","CCT4"
"FBgn0032445","CG6153"
"FBgn0032446","IFT43"
"FBgn0032447","PICK1"
"FBgn0032449","CG17036"
"FBgn0032450","CG5776"
"FBgn0032451","spict"
"FBgn0032452","CG15484"
"FBgn0032453","CG6180"
"FBgn0032454","CG5787"
"FBgn0032455","Pih1D1"
"FBgn0032456","MRP"
"FBgn0015399","kek1"
"FBgn0263598","Vha68-2"
"FBgn0032464","Vha68-3"
"FBgn0032465","Yip1d1"
"FBgn0265262","Vha68-1"
"FBgn0021796","Tor"
"FBgn0032467","CG9934"
"FBgn0028965","A16"
"FBgn0262160","CG9932"
"FBgn0028410","Pk34A"
"FBgn0032473","kmg"
"FBgn0032474","DnaJ-H"
"FBgn0024291","Sirt1"
"FBgn0032475","Sfmbt"
"FBgn0264546","CG43925"
"FBgn0032476","CG5439"
"FBgn0032477","CG5287"
"FBgn0051849","CG31849"
"FBgn0032478","CG5458"
"FBgn0032479","CG16974"
"FBgn0032480","Edem2"
"FBgn0032481","CG16972"
"FBgn0032482","Pect"
"FBgn0032484","kek4"
"FBgn0032485","CG9426"
"FBgn0032486","mRF1"
"FBgn0032487","Ski6"
"FBgn0032488","CG16812"
"FBgn0027586","CG5867"
"FBgn0264894","CG44085"
"FBgn0028406","Drep4"
"FBgn0032499","Uvrag"
"FBgn0051729","CG31729"
"FBgn0032505","CG16826"
"FBgn0022069","Nnp-1"
"FBgn0032509","CG6523"
"FBgn0051852","Tap42"
"FBgn0051855","CG31855"
"FBgn0032511","ND-B22"
"FBgn0032512","Bdp1"
"FBgn0032513","CG6565"
"FBgn0032514","CG9302"
"FBgn0025724","beta'COP"
"FBgn0032515","loqs"
"FBgn0032516","Ing5"
"FBgn0032517","CG7099"
"FBgn0032518","RpL24"
"FBgn0032521","CG7110"
"FBgn0263354","CG42784"
"FBgn0026760","Tehao"
"FBgn0032524","Hacd2"
"FBgn0023407","B4"
"FBgn0053642","CG33642"
"FBgn0053643","CG33643"
"FBgn0053645","CG33645"
"FBgn0028943","CG15638"
"FBgn0032530","CG9263"
"FBgn0259984","kuz"
"FBgn0028513","CG9254"
"FBgn0028546","ics"
"FBgn0028527","CG18507"
"FBgn0028541","TM9SF4"
"FBgn0028540","CG9008"
"FBgn0024846","p38b"
"FBgn0028932","CG16890"
"FBgn0028539","Eato"
"FBgn0028931","CG16863"
"FBgn0028538","Sec71"
"FBgn0027844","CAH1"
"FBgn0028658","Adat1"
"FBgn0028919","CG16865"
"FBgn0032533","CG16888"
"FBgn0001965","Sos"
"FBgn0004406","tam"
"FBgn0001961","Arpc1"
"FBgn0015271","Orc5"
"FBgn0026373","RpII33"
"FBgn0260407","mRpS23"
"FBgn0028509","CenG1A"
"FBgn0053306","CG33306"
"FBgn0028920","CG8997"
"FBgn0028534","CG7916"
"FBgn0028533","CG7953"
"FBgn0028532","CG7968"
"FBgn0019890","Smg5"
"FBgn0012037","Ance"
"FBgn0032535","Ance-2"
"FBgn0032536","Ance-3"
"FBgn0028543","NimB2"
"FBgn0028940","Cyp28a5"
"FBgn0027348","bgm"
"FBgn0028872","CG18095"
"FBgn0028875","nAChRalpha5"
"FBgn0260011","NimC4"
"FBgn0283651","CG46301"
"FBgn0016930","Dyrk2"
"FBgn0261563","wb"
"FBgn0052971","CG32971"
"FBgn0261529","ms(2)34Fe"
"FBgn0028916","CG33090"
"FBgn0028530","mTTF"
"FBgn0261535","l(2)34Fd"
"FBgn0015791","Rab14"
"FBgn0001970","Pgant35A"
"FBgn0015546","spel1"
"FBgn0020258","ppk"
"FBgn0004858","elB"
"FBgn0005771","noc"
"FBgn0003016","osp"
"FBgn0032549","CG4650"
"FBgn0028886","CG15279"
"FBgn0259213","side-II"
"FBgn0086711","mol"
"FBgn0040228","DCTN5-p25"
"FBgn0261881","l(2)35Be"
"FBgn0028926","NC2beta"
"FBgn0283659","THG"
"FBgn0286027","Rnmt"
"FBgn0260446","GABA-B-R1"
"FBgn0041713","yellow-c"
"FBgn0001977","CIAPIN1"
"FBgn0004837","Su(H)"
"FBgn0000317","ck"
"FBgn0010422","TfIIS"
"FBgn0283442","vas"
"FBgn0024183","vig"
"FBgn0028879","CG15270"
"FBgn0001978","stc"
"FBgn0028888","CG4168"
"FBgn0262875","CG43230"
"FBgn0028516","ZnT35C"
"FBgn0028862","dao"
